Place,City,Lat,Long,Description
Pesona Nirwana Waterpark & Cottages,Bandung,-7.0409154,107.5269156,"Pesona Nirwana Waterpark is a tourist attraction of 4000 square meters of water located in Legok Jeungjing Village, Panyrapan Village, Soreang District, Bandung Regency.This tourist location is opened to the public every day and can be an alternative choice of tourist locations in Bandung Regency in addition to the Ciwidey \ n \ n \ n \ n Nirwana Waterpark charm is a former excavation C area with steep cliffs in almost part of its location and is part of an environmentally friendly resort plan withThe total development target is 4 hectares."
Taman Lansia,Bandung,-6.9021326,107.6209387,"A casual vacation on weekends is suitable for spending time in the park.One of the parks that can be a tourist destination is the elderly park in Bandung.The elderly stands for elderly.Even so, this park is not devoted to the elderly, but for all people.The name of the elderly may be given because the age of this park is very old.In fact, he has been hundreds of years old, because it has been around since 1885."
Kampoeng Tulip,Bandung,-6.963162,107.66195,"Kampoeng Tulip is one of the attractions in Bandung which is located filled with very beautiful tulips.Tulip itself is a beautiful flower that is synonymous with a windmill country, namely the Netherlands.If you want to watch tulips, you don't need to go far to the Netherlands.Instead, just go to the city of Bandung, you can meet him.This tourist location has many visitors, ranging from tourists in the city and outside the city."
Selasar Sunaryo Art Space,Bandung,-6.8585406,107.6365486,"Selasar Sunaryo Art Space (SSAS) is a non -profit space and organization aimed at supporting the development of visual arts and cultural practices and studies in Indonesia.Founded in 1998 by Sunaryo, SSAS actively organized activities oriented to public education.With direction & support from the Sunaryo Selasar Foundation, the main focus of SSAS is the implementation of contemporary art programs, through exhibitions, discussions, residents & workshops.As a cultural center, SSAS organizes activities related to the disciplines of other arts such as design, craft, performing arts, literature, architecture, and so forth.In addition to displaying permanent collections, Ssas also held single or joint exhibitions that display the works of young and senior artists, from Indonesia and abroad."
Teras Cikapundung BBWS,Bandung,-6.8844199,107.6068344,"Teras Cikapundung Bandung was previously a slum and neglected area that was successfully converted into a tourist spot.Cikapundung is a river that divides the city of Bandung which starts from the North Bandung area and empties into the Citarum River, South Bandung.Previously, this park was a gathering place for creative people like artists in Bandung.There are a number of art studios and crowded food stalls in this place, until finally abandoned and left dirty.Now the Cikapundung Bandung terrace has turned into an open tourist spot to the public with ecological and urban concepts.Various interesting facilities are available on the Cikapundung terrace and can be used during recreation to this one tourist attraction.Equipped with fish ponds and lights, making this park very beautiful visited at night.Moreover, the crowded atmosphere made the visitors forget that this place was once dubbed as ""where Jin Dunning Children""."
Museum Barli,Bandung,-6.8782387,107.5875349,"The Barli Museum is a museum located in the city of Bandung.The museum is dedicated to commemorating and exhibiting the work of Barli Sasmitawinata.The museum was founded in 1990 and was inaugurated in October 1992 by Soesilo Soedarman, Minister of Tourism, Post and Telecommunications at that time.Initially this museum was not opened to the public.However, at this time the museum can be visited by anyone.The museum is also a place for various art activities such as exhibitions of art works, sales of works, discussions and workshops, training in ceramic and painting studios."
Wisata Batu Kuda,Bandung,-6.8936106,107.7447399,"Stone Kuda in the form of hills with beautiful pine forests.Being at an altitude between 1150 to 1300 meters above sea level, you can get the fresh mountains of Bandung here.Stone horse is under the direct supervision of Perhutani.This place used to be impressed as it was.But now it is much more organized.Usually, this place is a tourist destination for the families of the surrounding residents only.But now, it is better known and more visited by tourists too."
Monumen Bandung Lautan Api,Bandung,-6.9338497,107.604925,"The Bandung Lautan Api Monument, is a Monument that is the Markah Land of Bandung.This monument is as high as 45 meters, has as many as 9 fields. This monument was built to commemorate the Bandung Lautan Api incident, where there was a South Bandung Pembumihangan led by Muhammad Toha.This monument has become one of the famous monuments in Bandung."
Museum Gedung Sate,Bandung,-6.9026379,107.619169,"One of the museums that became the icon of this city was the Gedung Sate Museum.The museum in the same building as the West Java Governor's Office was built during the colonial period by the Dutch architect, Johan Gerber.Inaugurated on December 8, 2017 and carries the 'Smart Museum', the Sate Museum is the first interactive museum in Indonesia.The concept provides information guidelines for historical buildings using digital technology."
Monumen Perjuangan Rakyat Jawa Barat,Bandung,-6.8934327,107.6185513,"The West Java People's Struggle Monument (Monju) is a historical museum of the struggle of the people of West Java, in Tatar Pasundan or Parahyangan.The monument was inaugurated by the Governor of West Java, Raden Nana Nuriana on August 23, 1995."
Museum Pos Indonesia,Bandung,-6.902013,107.6197787,"The Pos Indonesia Museum has existed since the Dutch East Indies era with the name Telegraph and Telephone (PTT).In 1931 the PTT museum was opened located in the lower right wing of the PTT head office building, Jalan Cilaki, number 55, Bandung, (now number 73).Or precisely in the eastern wing of the Central Java Provincial Government Building which is more famous for Gedung Sate.On September 27, 1983, the Minister of Tourism, Post and Telecommunications inaugurated PTT into the Pos Indonesia Museum.This museum collection consists of stamps from Indonesia and various very historic countries, with a total of 131,000,000 pieces of stamps and 200 collection of equipment, namely in the form of package scales, stamp printing equipment, securities, Introduction to Letters, and othersetc.In addition to storing the postal heritage in the showroom, this museum also has a social center that can be intended for various activities."
Ciwangun Indah Camp Official,Bandung,-6.786939,107.5837331,"Ciwangun Indah Camp or CIC is a recreation place for natural adventure and outbound concept.This place is located in Parongpong District, West Bandung Regency, next to Bambu Hamlet.With the natural background of the forest under the foot of Mount Burangrang, CIC deserves to be a tourist destination.With a place that is still maintained its natural beauty, some activities can be done in CIC.Activities that are suitable to be done in CIC are activities based on natural adventure.Here are some suitable activities to be done at Ciwangun Indah Camp."
Wot Batu,Bandung,-6.8597013,107.6360983,"Wot Batu is an energy configuration that comes from Sunaryo's spiritual and transcendental journey.In an open space of ± 2000 m2 with a series of 135 +1, the stones are planted and arranged conceptually and harmoniously.Sunaryo pulled the line from the mountains around Bandung, and from the line he brought volcanic stones as a timely steady masterpiece medium.Every sculpture, tattown, and fraction is not the result of efforts to change stones, but to carve notes for a civilization from the 21st century for the future.With the form of life of life, as a liaison between four elements of nature.In Wot Batu, Land, Fire, Water and Wind talk to each other in harmony.Wot Batu conveys the idea of space and time - an awareness of human existence in an unlimited dimension of nature."
Curug Batu Templek,Bandung,-6.8743633,107.6844023,"Curug Batu Templek Bandung is a natural tourism waterfall located in the city of East Bandung.Of the many natural waterfalls in Bandung, waterfall stone temlek is no less interesting because the surrounding scenery is filled with rocky rocks.The history of the Templek Stone Curug is very simple, only because in this place there used to be a stone mining that has a flow of waterfalls and it is known that the flow originates from the river that is above the cliff so it is called the waterfall waterfall."
Gereja Katedral Santo Petrus Bandung,Bandung,-6.9148394,107.6105511,"Bandung Cathedral Church, or Saint Peter Cathedral, is a church located on Jalan Merdeka, Babakanciamis, Sumurbandung, Bandung, Indonesia.This building was designed by Charles Prosper Wolff Schoemaker and the final Neo-Gothic architectural style.Judging from above, the shape resembles a symmetrical cross.Saint Peter's Cathedral has a land area of 2,385 m² and a building area of 785 m².The church itself is named St.Franciscus Regis on June 16, 1895. After Bandung obtained the status of Gemeente (the level of the Municipality) in 1906, it was decided to build a new church building.The construction of the new building was carried out throughout 1921. The Cathedral was then blessed on February 19, 1922 by Mgr.Edmundus Luypen, S.J."
Museum Mandala Wangsit Siliwangi,Bandung,-6.9173405,107.6112627,"The Wangsit Mandala Siliwangi Museum is a military museum in the city of Bandung, West Java.Siliwangi is the name of the military commando of the military of the Army in West Java and Banten whose name is taken from the king of the Sundanese kingdom whose thousands of cities in Pakuan Pajajaran whose power is said to be unlimited, as well as wise and wise and authorized in running the wheels of government.While the meaning of Mandala Wangsit is a place to store the mandate, advice or advice of the past fighters to the next generation through the objects they have left.The museum was inaugurated by Siliwangi Division Commander Colonel Ibrahim Adjie on May 23, 1966. The museum is located on Jalan Lembong, Sumurbandung District.This road was taken from the name Lt. Col. Lembong, one of the Siliwangi soldiers who were victims in the Ratu Adil Armed Forces coup.Previously the road was named Oude Hospitaalweg."
Caringin Tilu,Bandung,-6.8580464,107.6647084,"Bandung never lost its charm, its natural tourism always anesthetized tourists to visit.Caringin Tilu is one of them, a tour with beautiful natural scenery.The view of the city of Bandung that lay 180 degrees.The favorite place for tourists in this tourist area is Bukit Moko.Where there are many cafes and places to eat that are ready to accompany tourist relaxing holidays.During the day, the beautiful natural scenery is served, and at night it's time to be replaced by a view of the city lights."
Panama Park 825,Bandung,-6.9119768,107.569674,"Panama Park Bandung became one of the playgrounds in Bandung, West Java.The recreation vehicle, which is said to be the largest in Bandung, was opened since May 2019.There are several games offered in this arena, for example playground to snow park containing snow.Users can feel the actual sensation of snow."
Sudut Pandang Bandung,Bandung,-6.8423638,107.6232403,"The point of view of Cafe Bandung is a new tourist destination in the Plucut area.The Bandung Cafe's point of view itself is precisely in the Sarae Hills area on Jalan Pagermaneuh, RT 05/RW 07, Pagerwangi, Lembang, West Bandung Regency, West Java.For information, Sarae Hills is a tourist area in Punclut that combines nature tourism, culinary tourism, selfie tourism and outbound activities.In this area, you can take a vacation with friends or family while enjoying the natural scenery and Bandung City View.Previously Sarae Hills had collaborated with several tourist attractions namely Tafso Barn, Slopes Anteng, De Blankon, Dago Bakery, Sparkling Nature Horizon, and D'Dieuland.Well, starting on September 5 yesterday, Sarae Hills was decorated with a cafe that was none other than the point of view of Cafe Bandung."
Bumi Perkemahan Batu Kuda,Bandung,-6.8932173,107.7448856,"The Stone Stone Campground is located in the village of Cibiru Wetan, Cileunyi District, Bandung Regency, precisely at the foot of Mount Manglayang.The Batu Kuda area itself is quite famous among the surrounding community.Apart from being the first point for climbers who want to continue their journey to the top of Mount Manglayang, it is said that in ancient times, a King from a kingdom in West Java named Prabu Layang Kusuma was riding his horse that could fly around Mount Manglayang.And suddenly the horse that was ridden by the King fell into a puddle.No matter how strong the horse's business to get out of the puddle does not produce results.Until gradually the horse of the King who fell into the stone turned into a stone.Then the stone is referred to as horse stone.In addition, the Prabu himself chose to be imprisoned near the horseshoe, and now the place where the King is known as the stone chair.The horse campsite is fairly spacious, making you not need to worry about running out of camping points.Not only that, you can see pine trees that rise as far as the eye can see.Besides being used for camping camps, you can also invite your family while on vacation.Because this area is open to you and your family who just want to walk around to enjoy the pine forest, or spend the night sleeping in a star -studded hotel."
Bukit Bintang,Bandung,-6.8417795,107.6768585,"Bukit Bintang (Malay [Bu.Ket̚ Bi.Ntaŋ]; called by the name of the Walk or Starhill Star, the last translation of the Malay name) is the name of the shopping and entertainment district in Kuala Lumpur, Malaysia.This area includes Jalan Bukit Bintang and the surrounding area.This area has long been the most prominent retail center in Kuala Lumpur which is home to many famous shopping centers, Al Fresco Cafe, Megah Bar, Night Market, and restaurant snacks.This area is popular among tourists and local residents, especially among young people.A part of an identical Walk star is referred to as ""Arab Street""."
Taman Vanda,Bandung,-6.9140478,107.6101684,"Taman Vanda Bandung is a park located in the city of Bandung, West Java.This park has a background of the fountain view at night.At night a fountain is installed at 20 points with a fascinating colorful light. \ N to complement the people of Bandung who want to relax, in the vanda park provided park benches.Lush trees planted around the park make it fresher and more beautiful.Relaxing here during the day is also very fun with the breeze and sunlight covered by lush trees."
Taman Budaya Jawa Barat,Bandung,-6.870099,107.6164386,"West Java Cultural Park (TBJB) was founded in 1991 in the Dago Tea House area.TBJB has a closed theater building facility, open theater, exhibition hall, secretariat, arts studio, artswoman, and cafetaria.All of these facilities are guided for the smooth running of activities and work of Bandung residents, especially artists.TBJB held a variety of interesting agendas such as staging artwork, art competitions, experimentation of artwork, seminars, workshops, arts and cultural workshops, book publishing, etc."
Curug Bugbrug,Bandung,-6.790389,107.5777632,"Curug Bugbrug In accordance with the name of the word bugbrug in Sundanese is a means of piles or overlapping.So if you are asked why the waterfall in Bandung is called Curug Bugbrug then the answer is because the water that falls from top to bottom is like it looks piles.And the fall came a voice at the bottom of the waterfall like ""Brug ... Brug ... Brug"" was so loud.Curug which is at an altitude of 1,050 meters above sea level, has a height of 50 meters high and a waterfall width of about 2 meters.This place is the center of hunting tourists who are on vacation to Bandung."
Babakan Siliwangi City Forest Path Bandung,Bandung,-6.8853746,107.6111899,Forest Walk Babakan Siliwangi is a public facility in the form of urban forests.This forest is a urban forest that is still active in the city of Bandung until now.It is strategic in the Taman Sari area close to the ITB campus and the zoo.This area is cool because it is dominated by shady trees.The wooden and iron bridges that are connected around this area are a road to explore the forest.Visitors can walk on a wooden bridge while enjoying the fresh air in this urban forest area.
Curug Cipanas,Bandung,-6.7991958,107.5922088,"Who says soaking in hot water must spend inside?West Bandung Regency has a solution for travelers who want to feel the benefits of original mountainous hot water without having to pay dearly.Is Curug Cipanas Nagrak, a natural attraction that offers natural hot spring baths.This hot spring is not even just a pond, but in the form of natural waterfalls in the middle of the plantation area.The springs flowed swiftly into a small waterfall in the middle of a green hilly land.Visitors will feel the sensation of soaking in a comfortable hot water pool in the middle of the open."
Taman Jomblo,Bandung,-6.8980549,107.6094673,"Singles Park can refer to: \ n \ ntaman Pasupati, a park founded by Ridwan Kamil in Bandung \ npeedestrian singles, a recreational place that was founded in Jambi \ ntaman singles (Mataram), a park that was founded in Mataram, West Nusa Tenggara"
Peta Park,Bandung,-6.9317951,107.5883026,"Bandung seems to endlessly offer interesting tourist attractions to visit.Especially for young people.Some time ago Map of Park Bandung opened.Tourist attractions that offer clean and beautiful gardens concepts.It is suitable as a place to relax and avoid the hustle and bustle of the city.The recreation park in the center of Bandung has a picnic park concept.Because of this, when you are here, visitors can not only take pictures.But can also do other activities such as picnic."
Masjid Daarut Tauhiid Bandung,Bandung,-6.863527,107.5899194,"In July 1993 a three -story mosque was established, precisely on Jalan Gegerkalong Girang number 38 Bandung.This mosque is often dubbed as a thousand hands of the mosque because it was built together by thousands of people and worshipers of Daarut Tauhid.At that time, at the bottom of the Daarut Tauhid Mosque building allocated a number of bedrooms that functioned as a dormitory dormitory of women or sisters with a capacity of 70 people.The second and third floors are used for prayer while the first floor is used as an area for shops (minimarkets), special rooms, ablution rooms, and bathrooms.In 2015 the expansion and renovation of the Daarut Tauhid Mosque in Bandung was largely carried out.Laying the first stone of the construction of the mosque was carried out on Thursday, January 29, 2015. Two years later on November 20, 2017 the Daarut Tauhiid Mosque was completed and inaugurated by KH.Abdullah Gymnastiar as the Trustees of Pesantren Daarut Tauhiid.The latest renovation mosque was built 4 floors plus a one -story basement.The mosque door is separate between the brothers and sisters.DKM Front Office (FO) is also in each area.Ablution places and bathrooms are close to the entrance.One of the things that distinguishes the Daarut Tauhid Mosque from still being very friendly with the Difabel Pilgrims, namely by facilitating the special elevator for them to make it easier for them to climb the mosque room up to the 4th floor.."
Masjid Agung Trans Studio Bandung,Bandung,-6.9259635,107.6354278,"The Great Mosque of Trans Studio Bandung (TSB) stands majestically.The 4,000 square meter house in the Middle East-style house became an oasis in the middle of the shopping center and recreation site.The concept of a modern mosque that adopts the Middle East style is based on the direction of Chairul Tanjung (CT), as Pemiki CT Corp.He immediately wandered to realize the design of the Great Mosque which was thick with the touch of the Prophet's Mosque."
Gereja Tiberias Indonesia Bandung,Bandung,-6.9347698,107.6253513,"The Indonesian Tiberias Church (GTI), or Tiberias Ministry is one of the Synods of the Protestant Christian Church in Indonesia.One of the characteristics of GTI services is the service of Divine healing through the Holy Supper and the Extortion Oil.The Indonesian Tiberias Church is a revelation church ordered by the Lord Jesus to Pdt.Dr.Isaiah Pariadji.The task of the Tiberias Church is to prove that Jesus Christ is a God Almighty God proven through His miracles;that the word of God does not consist of words, but power;that the word of God is more than all human science;That humans must live in repentance, must live in holiness to be worthy of standing before him and parties in the Kingdom of Heaven."
Tektona Waterpark,Bandung,-7.0096022,107.6062161,"TEKTONA WATERPARK A vehicle that gives the sensation of playing water with your family and friends, provides joy for children and adult visitors with modern facilities including waves and current pools, children's ponds and toddlers, semi-olympic and mini slider for children and megaSlider for adults with a height of almost 30 meters, which will trigger the adrenaline of the visitors.In addition, the Tektona Waterpark vehicle also provides culinary corners, gazebos and pump services and action photos that can be obtained in the corner of the Tektona Waterpark ride, and also always available dressing rooms and rinse rooms in the Tektona Waterpark area."
Curug Cilengkrang,Bandung,-6.8908877,107.7307085,"Curug Cilengkrang can be a choice of natural attractions in Bandung.Offering a cool forest area and a refreshing waterfall area.Although not large, the waterfall area is quite able to calm and refresh tourists.As if contradictory from the frenetic city of Bandung.Curug Cilengkrang offers a calm and so green natural attractions.The enchanting waterfalls, as well as forests with trees that are so beautiful.Where, this place is also a habitat for living various wildlife that is still maintained."
Jembatan Pasupati,Bandung,-6.9000987,107.6046708,"Pasupati Bridge or Pasupati Layang Road is a bridge that connects the northern and eastern parts of Bandung through the Cikapundung Valley.The length is 2.8 km and the width is 30-60 m.Some of the roads were built on Pasteur Street, are the old roads with the king's palm tree on the right and left which characterizes the city of Bandung.The Pasupati overpass is also one of the icons of the city of Bandung.Therefore, at night the middle of the Pasupati bridge was lit by colorful spotlights.This overpass makes the flow of traffic from the area around Jabodetabek to Bandung become easier.Under the Pasupati Bridge there is a park called Taman Pasupati."
Pasar Baru,Bandung,-6.9177044,107.6036014,"Pasar Baru is a trade area based on Jalan Pasar Baru, Pasar Baru Village, Sawah Besar District, Central Jakarta.This shopping center was established in 1820, and is the oldest shopping center in Jakarta.The northern end of the Pasar Baru road is bordered by Jalan Kyai Haji Samanhudi, near Metro Pasar Baru and Jalan Church Church.On the left and right side of Jalan Pasar Baru there are clothing stores, textile and tailor shops, sports equipment and shoe shops, glasses shops, and gold jewelry stores.Indians-indonesia trades selling fabrics, sports equipment, and shoes in the new market.In 2002 there were around 2,000 Indian families registered as residents of Jakarta, and most of them lived in the city center, especially in the Pasar Baru area and floodgates.In the Pasar Baru area there are also places of worship of Indian-Indonesian people. \ N \ n"
Taman Sejarah Bandung,Bandung,-6.9103086,107.6098619,"Bandung History Park is a park located behind the Bandung City Hall, the Bandung City Government Complex.This park serves to introduce history in the city of Bandung.The park is equipped with information about the leader of the city of Bandung from time to time.The construction of this park spent a budget of around 3.5 billion rupiah."
Roemah Seni Sarasvati,Bandung,-6.9204173,107.5996425,"Roemah Art Sarasvati is a gallery located on Jl.Jendral Sudirman 137, Bandung.RSS is the main project of Sarasvati Arts Management that was built with the aim of introducing various diversity of cultural arts.RSS is also a place to exchange ideas and care to create a unique identity for the city of Bandung and care for creativity and knowledge.One of the work programs that is being designed is Grote Postweg Art Project."
Puspa Iptek Sundial,Bandung,-6.852208,107.493882,"Puspa IPTEK Sundial is an educational vehicle located in the Kota Baru Parahyangan area, Padalarang, Bandung, West Java.Puspa IPTEK Sundial was inaugurated on May 11, 2002, to coincide with the moment of National Education Day.The existence of Puspa IPTEK Sundial is an important effort for the realization of the City of Baru Parahyangan as an independent city with an educational insight.Starting in 2013 the teaching aids at the Sundial Science and Technology Puspa were also expanded and the facilities were completed, along with the increasing interest and concern of the community towards the world of science and technology."
Masjid Salman ITB,Bandung,-6.8936643,107.611271,"Salman ITB Mosque is a campus mosque located on Jalan Ganesha 7, Lebak Siliwangi, Coblong, Bandung City or right in front of the ITB Ganesha campus area.With a land area of 7800 m2 and the mosque building area of 1225 m2, the Salman Mosque is equipped with various supporting facilities such as canteens, free drinking water, mini markets, and multipurpose rooms.The mosque which opened in 1972 was the first campus mosque in Indonesia."
Curug Aseupan,Bandung,-6.7875652,107.5822844,"Curug Aseupan is in the Curug Tilu Leuwi Opat area.This waterfall is the main star of several waterfalls here.If told, her beauty can be used to fill the gallery and Instagram feed.This waterfall itself is located in Ciwangan Hamlet, Cihanjuang Rahayu Village, Parangpong District, West Bandung Regency.About 9 km from Lembang which rarely is quite close to the Cimahi waterfall.Not only presenting a view of the waterfall, around the waterfall there is also a fairly large camping ground area."
Museum Pendidikan Nasional,Bandung,-6.8597474,107.5941693,"The National Education Museum of the Indonesian University of Education was inaugurated by the Governor of West Java, H. Ahmad Heryawan, Lc.The construction of the National Education Museum is a form of UPI's responsibility as a tertiary institution that has a concern for the sustainability of the nation's cultural history, especially in the field of education.The museum generally exhibits collection objects originating from the past, but this is different from the National Education Museum of the Indonesian University of Education.This museum presents how education in the future, because currently education becomes forecasting or forecast.The existence of the National Education Museum is expected to be a vehicle for research centers, as well as learning and learning resources, which can improve the competence of educators and learning insights in striving to improve the quality of education, as well as being a cultural tourism destination in West and national.Because basically humans do not study the past, but the future."
Water Park Bandung Indah,Bandung,-6.9805807,107.5856567,Bandung Indah Waterpark is one of the swimming pools in Bandung.Provides a variety of water games that are suitable for the family.There is a swimming pool for adults and children.Visitors can do swimming and recreation.
Curug Anom,Bandung,-6.8116009,107.5695213,"Curug Anom is a waterfall that has a flat stone or cliff wall, so at first glance it looks like a wall, even though this is a real stone cliff that has a flat surface with a height of approximately 30 meters.The location of Curug Anom is in the Natural Hill Lembang tourist attraction, precisely at Jln.Colonel Masturi, Kec.Cisarua, Kab.West Bandung, West Java.Although the water discharge in the Lembang Anom waterfall is not too large, but because of the very high cliff size, the splashing of water that falls from above will feel like local rain.The flow of water that falls following the flat cliff wall surface and then hit the bottom of the waterfall looks like a silk cloth that adorns the stone wall."
Taman Badak,Bandung,-6.9132752,107.6094908,"Taman Badak has just been inaugurated on Tanggan 19 December 2017 by Mr. Ridwan Kamil as Mayor of Bandung.There is a statue of rhino that is decades aged in this park which is the icon.The rhino statue is revitalized, so now it looks new and becomes a favorite photo spot for visitors.In addition to the rhino statue, there is also a statue of Dewi Sartika which is next to the Badak Park which is also revitalized, but the statue of Dewi Sartika is initially small and has now been enlarged."
Taman Film,Bandung,-6.8986869,107.6077451,"Taman Film is one of the thematic parks and public open spaces in the city of Bandung which is located under the Pasupati Bridge, Bandung, West Java.The park was inaugurated by the Mayor of Bandung, Ridwan Kamil, on September 14, 2014. This park has a modern open cinema concept so that residents can move in the park and get a means of watching films for free.Taman Film is managed by the Bandung Film Community and Bandung City Parks Department."
Museum Nike Ardilla,Bandung,-6.9406015,107.6725445,"Nike Ardilla Museum was inaugurated or opened to the public right on the day when the late Nike Ardilla if he was still 21 years old.It was inaugurated directly by the family, his own father (deceased) R.Eddy Kusnaedi by cutting a birthday cake, and was witnessed directly in front of the Nike Ardilla Fans Club community.This museum occupies a house building that will be a silent witness and stores all the memories of Nike Ardilla during his life, and is also popular as the house of Nike Ardilla (RNA).Friends of Traveler’s, the basic concept of Nike Ardilla (RNA) house building is a blend of design that resembles planet Hollywood, Hard Rock Cafe and Museum in general that we usually see.The Nike Ardilla Museum occupies a 2 500 square meter floor, where the first floor is used as a residence of the late Nike Ardila family.While on the 2nd floor of the museum, besides being used as a showroom of Nike Ardilla collections, accessories and personal objects, you can also watch what personal space is in the form of Nike Ardilla's room with all its contents."
Batununggal Indah Club,Bandung,-6.96323,107.626416,"Batununggal swimming pool is one of the swimming pools that are popular with Bandung residents during the holidays.The swimming pool is in the area of the Batununggal Housing Complex, God's Estate.For those of you who understand the housing, it must be very easy to get to the location.This swimming pool is actually called the Batununggal Indah Club or BIC swimming pool.This swimming pool is one of the exclusive facilities for residential residents.Although it is a housing facility, the manager has opened the public.So for those of you who are in Bandung and surrounding areas without having to stay in the housing, you can enjoy a vacation there friend."
Mountain View Golf Club,Bandung,-6.8629384,107.6482191,"Welcome to Mountain View Golf Club Dago Pakar Bandung.Golf Course with 72 Par, 18 holes have been designed by world champion 5 times from England Peter Thompson and of course the famous Achitect Ross Peret, located in a prestigious housing complex for only 30 minutes from Bandung International Airport or 20 minutes from the city center.Golfers and visitors sitting in the front row will be presented with a view from the club house and a golf course in the mountains close to the city of Bandung.Equipped with world -class facilities, complete with VIP rooms, massage rooms, luxury lockers for men and women, champions bars, restaurants and golf shops adjacent to the lobby entrance."
Gunung Lalakon,Bandung,-6.9580556,107.5205556,"Mount Lalakon is a mountain found in Jelegong Village, Badaraksa Village, Kutawaringin District, Bandung Regency, West Java and has an altitude of 870 meters.Mount Lalakon is famous due to its shape that resembles a perfect cone or a pyramid.So, for the safety of the tower and its functions it is what makes the licensing to this mountain a little tight, not surprising when it will approach the peak of many bamboo that is interpreted to the path with the aim of closing the hiking trail., such as the rock, stone stones, stall stones, fertilizer stones, Renges stones, elephant stones, and a long stone located above the top.According to one of the community leaders in Kampung Badaraksa, Abah Acu, ""Philosophically, Mount Lalakon is a symbol of a play from human life. The stones represent various professions (play) chosen by humans.""The corner of Bandung Regency can be seen from its peak, including views of the Saguling Reservoir to the west.Some sides of this mountain have been damaged by wild excavation activities (C), such as in the Cipatik area on the north side and the Situawangi area on the west side."
Sendang Geulis Kahuripan,Bandung,-6.7495268,107.478658,"This area is more precisely located in the Cikalong Wetan RPH, BKPH Padalarang Perum Perhutani BKPH North Bandung.Judging from the area, reminding me of one of the attractions in Central Java.More precisely in Klaten, Umbul Ponggok's name.For native friends who have been to Umbul Ponggok, this Sendang tourist attraction is almost exactly the same.It's just that, in this region it is used in multipurpose.The purpose of multipurpose is.The spring that comes out of this tourist attraction is also used by some surrounding communities as a place to wash.Wait a minute, don't feel disgusted first.The source of the spring that produces this spring almost every minute flows clean water."
Sanghyang Heuleut,Bandung,-6.8765131,107.3422183,"This lake has clear greenish -nuanced water combined with a large rock cliff around it.In between the rocks, you can find trees and green grass that refreshes the eyes.The high rocks are often used as a place for travelers to jump beautifully towards the ancient lake.Lake Sanghyang Heuleut has a depth of about three meters.So, before you enter the lake, make sure you can swim so as not to sink, or at least already have equipment such as a float jacket."
Lereng Anteng Panoramic Coffee Place,Bandung,-6.842535,107.622698,"Panoramic Coffee Anteng Slope is a fun place for Cafe and Resto with a combination of cafes and natural tourism spots.This one place to eat was opened since June 1, 2016 by occupying an area of around 500 m² and present carrying the concept of cozy.The name of this cafe is taken from the word slope which means a place on the outskirts of the highlands and calm (Sundanese) means a place with a comfortable atmosphere.In addition to serving a variety of food and drink menus, the Panoramic Coffe Anteng Slope also presents a view that is so extraordinarily beautiful"
Masjid Pusdai,Bandung,-6.9000672,107.62587,"Pusdai Mosque (Islamic Da'wah Center) was built in original architecture in Indonesia, with a distinctive shape of the pyramid roof.Apply to all the roofs of the building combined with the architectural style of the mosque mosque throughout the Islamic world.Uniquely than the others, it turns out there is in the dome (roof of the mosque) made of a wood.Some ornaments in this mosque are made of wood and seem natural and so strong.Marble stones also dominate the mosque building with several ethnic patterned decorations in its calligraphy pattern found in the Pusdai Mosque building."
Masjid Al-Imtizaj,Bandung,-6.919425,107.6078639,"Al Imtizaj Mosque is one of the mosques with oriental nuances and architecture patterned bamboo curtain country in the city of Bandung.The location of this mosque is more precisely located at Jalan Banceuy Number 8, Bandung City, West Java."
Situ Cileunca,Bandung,-7.1923281,107.5510012,"Situ Cileunca, located in Warnasari, Pangalengan, Bandung, West Java, is an artificial lake with an area of 1,400 hectares with a beautiful background of hills and mountains.In addition to functioning as a tourist attraction, Situ Cileunca also functions as a Hydroelectric Power Plant (PLTA).The water originating from the lake is channeled through the Palayangan River.This river is also often used as a rafting arena.The depth of the lake reached 17 meters, and before 1918, this was a wilderness which was then changed to it, which serves to serve the water needs of the community."
Sunrise Point Cukul,Bandung,-7.233689,107.5342933,"Sunrise Point Cukul is one of the popular tourist attractions for tourists to see the sunrise in the South Bandung area.They can see the sunrise from a height of 1,600 meters above sea level.Sunrise Point Cukul is one of the popular tourist attractions for tourists to see the sunrise in the South Bandung area.They can see the sunrise from a height of 1,600 meters above sea level."
Sungai Palayangan,Bandung,-7.1965023,107.5454594,"The Palayangan River is located in the Situ Cileunca Pangalengan tourist attraction in Kab.Bandung, about 45 km or approximately 2 hours drive from downtown Bandung.Is the most popular rafting location in the South Bandung area because it has several advantages compared to other rivers."
Perkebunan Teh Malabar,Bandung,-7.2274463,107.6050805,"One of the famous tea plantations in West Java is the Malabar tea plantation which was built during the Dutch colonial colonial period in 1896. This plantation was included in the Pangalengan District area of Bandung Regency, about 45 km from the center of Bandung.If you visit this area, the eye will be spoiled with the activities of local residents whose majority of the population becomes tea pickers and raising dairy cows.So don't be surprised if you enter this area, you will see residents who are picking in tea gardens and raising cows.However, to reach the Malabar plantation in Pangalengan, you have to travel a long journey and winding makes you have to be careful."
