Place_Id,Place_Name,Description,Category,City,Rating,Coordinate,Lat,Long,translated_description,translated_category
261,Ciwangun Indah Camp Official,"Ciwangun Indah Camp atau CIC adalah sebuah tempat rekreasi berkonsep petualangan alam dan outbound. Tempat ini terletak di kecamatan Parongpong Kabupaten Bandung Barat, bersebelahan dengan dusun bambu. Dengan latar alam hutan di bawah kaki gunung Burangrang, CIC layak dijadikan destinasi wisata. Dengan tempat yang masih terjaga keindahan alamnya, beberapa aktivitas bisa dilakukan di CIC. Aktivitas yang cocok untuk dilakukan di CIC adalah kegiatan yang berbasis petualangan alam. Berikut beberapa kegiatan yang cocok untuk dilakukan di Ciwangun Indah Camp.",Cagar Alam,Bandung,4.3,"{'lat': -6.786939, 'lng': 107.5837331}",-6.786939,107.5837331,"Ciwangun Indah Camp or CIC is a recreation place for natural adventure and outbound concept.This place is located in Parongpong District, West Bandung Regency, next to Bambu Hamlet.With the natural background of the forest under the foot of Mount Burangrang, CIC deserves to be a tourist destination.With a place that is still maintained its natural beauty, some activities can be done in CIC.Activities that are suitable to be done in CIC are activities based on natural adventure.Here are some suitable activities to be done at Ciwangun Indah Camp.",Nature preserve
262,Wot Batu,"Wot Batu adalah sebuah konfigurasi energi yang hadir dari perjalanan spiritualitas dan transendental Sunaryo. Dalam ruang terbuka seluas ±2000 m2 dengan rangkaian 135 +1, batu-batu ditanam dan ditata secara konseptual dan harmoni. Sunaryo menarik garis dari pegunungan di sekitar Bandung, dan dari garis itu dibawanya batu-batu vulkanik sebagai medium mahakarya yang tak lekang oleh waktu. Setiap pahatan, tatahan, dan pecahan bukanlah hasil dari usaha untuk mengubah batu, namun untuk menorehkan catatan untuk sebuah peradaban – warisan dari abad ke-21 untuk masa yang akan datang.\nSunaryo menciptakan Wot Batu sebagai ‘jembatan spiritual’: penyeimbang antara jiwa manusia dengan wujud ragawi kehidupan, sebagai penghubung di antara empat elemen alam. Dalam Wot Batu, tanah, api, air dan angin berbicara satu sama lain dalam harmoni. Wot Batu menyampaikan gagasan tentang ruang dan waktu – sebuah penyadaran tentang eksistensi manusia dalam dimensi alam yang tak berbatas.",Cagar Alam,Bandung,4.7,"{'lat': -6.8597013, 'lng': 107.6360983}",-6.8597013,107.6360983,"Wot Batu is an energy configuration that comes from Sunaryo's spiritual and transcendental journey.In an open space of ± 2000 m2 with a series of 135 +1, the stones are planted and arranged conceptually and harmoniously.Sunaryo pulled the line from the mountains around Bandung, and from the line he brought volcanic stones as a timely steady masterpiece medium.Every sculpture, tattown, and fraction is not the result of efforts to change stones, but to carve notes for a civilization from the 21st century for the future.With the form of life of life, as a liaison between four elements of nature.In Wot Batu, Land, Fire, Water and Wind talk to each other in harmony.Wot Batu conveys the idea of space and time - an awareness of human existence in an unlimited dimension of nature.",Nature preserve
263,Curug Batu Templek,"Curug Batu Templek Bandung adalah sebuah wisata alam air terjun yang terletak di Kota Bandung Timur. Dari sekian banyak wisata alam air terjun di Bandung, Curug Batu Templek tak kalah menarik karena pemandangan di sekitarnya dipenuhi dengan terbing yang berbatu cadas. Sejarah Curug Batu Templek sangat sederhana, hanya karena di tempat ini dahulunya terdapat penambangan batu yang terdapat sebuah aliran air terjun dan diketahui aliran tersebut berasal dari sungai yang ada di atas tebing sehingga dinamakan Curug Batu Templek.",Cagar Alam,Bandung,4.1,"{'lat': -6.874363300000001, 'lng': 107.6844023}",-6.8743633,107.6844023,"Curug Batu Templek Bandung is a natural tourism waterfall located in the city of East Bandung.Of the many natural waterfalls in Bandung, waterfall stone temlek is no less interesting because the surrounding scenery is filled with rocky rocks.The history of the Templek Stone Curug is very simple, only because in this place there used to be a stone mining that has a flow of waterfalls and it is known that the flow originates from the river that is above the cliff so it is called the waterfall waterfall.",Nature preserve
264,Gereja Katedral Santo Petrus Bandung,"Gereja Katedral Bandung, atau Katedral Santo Petrus, adalah sebuah gereja yang terletak di Jalan Merdeka, Babakanciamis, Sumurbandung, Bandung, Indonesia. Bangunan ini dirancang oleh Charles Prosper Wolff Schoemaker dan bergaya arsitektur neo-Gothic akhir. Dilihat dari atas, bentuknya menyerupai salib yang simetris. Katedral Santo Petrus mempunyai luas tanah sebesar 2.385 m² dan luas bangunan sebesar 785 m². Gerejanya sendiri diberi nama St. Franciscus Regis pada tanggal 16 Juni 1895. Setelah Bandung memperoleh status gemeente (setingkat kotamadya) pada 1906, diputuskan untuk membangun bangunan gereja baru. Pembangunan bangunan yang baru dilaksanakan sepanjang tahun 1921. Katedral ini lalu diberkati pada 19 Februari 1922 oleh Mgr. Edmundus Luypen, S.J.",Tempat Ibadah,Bandung,4.8,"{'lat': -6.9148394, 'lng': 107.6105511}",-6.9148394,107.6105511,"Bandung Cathedral Church, or Saint Peter Cathedral, is a church located on Jalan Merdeka, Babakanciamis, Sumurbandung, Bandung, Indonesia.This building was designed by Charles Prosper Wolff Schoemaker and the final Neo-Gothic architectural style.Judging from above, the shape resembles a symmetrical cross.Saint Peter's Cathedral has a land area of 2,385 m² and a building area of 785 m².The church itself is named St.Franciscus Regis on June 16, 1895. After Bandung obtained the status of Gemeente (the level of the Municipality) in 1906, it was decided to build a new church building.The construction of the new building was carried out throughout 1921. The Cathedral was then blessed on February 19, 1922 by Mgr.Edmundus Luypen, S.J.",Worship place
265,Museum Mandala Wangsit Siliwangi,"Museum Wangsit Mandala Siliwangi adalah museum militer yang berada di Kota Bandung, Jawa Barat. Siliwangi merupakan nama komando daerah militer TNI-AD di Jawa Barat dan Banten yang namanya diambil dari raja dari Kerajaan Sunda yang beribu kota di Pakuan Pajajaran yang kekuasaanya konon tak terbatas, juga arif dan bijaksana serta wibawa dalam menjalankan roda pemerintahan. Sedangkan arti Mandala Wangsit merupakan sebuah tempat untuk menyimpan amanat, petuah atau nasihat dari pejuang masa lalu kepada generasi penerus melalu benda-benda yang ditinggalkannya. Museum ini diresmikan oleh panglima divisi Siliwangi Kolonel Ibrahim Adjie pada tanggal 23 Mei 1966. Museum ini berlokasi di Jalan Lembong, kecamatan Sumurbandung. Jalan ini diambil dari nama Letkol Lembong, salah satu prajurit Siliwangi yang menjadi korban dalam Peristiwa Kudeta Angkatan Perang Ratu Adil. Sebelumnya jalan itu bernama Oude Hospitaalweg.",Budaya,Bandung,4.4,"{'lat': -6.9173405, 'lng': 107.6112627}",-6.9173405,107.6112627,"The Wangsit Mandala Siliwangi Museum is a military museum in the city of Bandung, West Java.Siliwangi is the name of the military commando of the military of the Army in West Java and Banten whose name is taken from the king of the Sundanese kingdom whose thousands of cities in Pakuan Pajajaran whose power is said to be unlimited, as well as wise and wise and authorized in running the wheels of government.While the meaning of Mandala Wangsit is a place to store the mandate, advice or advice of the past fighters to the next generation through the objects they have left.The museum was inaugurated by Siliwangi Division Commander Colonel Ibrahim Adjie on May 23, 1966. The museum is located on Jalan Lembong, Sumurbandung District.This road was taken from the name Lt. Col. Lembong, one of the Siliwangi soldiers who were victims in the Ratu Adil Armed Forces coup.Previously the road was named Oude Hospitaalweg.",Culture
266,Caringin Tilu,"Bandung tidak pernah kehilangan pesonanya, wisata alamnya selalu membius wisatawan untuk berkunjung. Caringin Tilu salah satunya, wisata dengan pemandangan alam yang indah. Pemandangan Kota Bandung yang terhampar 180 derajat. Tempat favorit wisatawan di kawasan wisata ini adalah Bukit Moko. Dimana di sana tersedia banyak kafe dan tempat makan yang siap menemani libur santai wisatawan. Siang hari, pemandangan alam indah disuguhkan, dan malam hari saatnya digantikan pemandangan lampu kota.",Cagar Alam,Bandung,4.4,"{'lat': -6.858046399999999, 'lng': 107.6647084}",-6.8580464,107.6647084,"Bandung never lost its charm, its natural tourism always anesthetized tourists to visit.Caringin Tilu is one of them, a tour with beautiful natural scenery.The view of the city of Bandung that lay 180 degrees.The favorite place for tourists in this tourist area is Bukit Moko.Where there are many cafes and places to eat that are ready to accompany tourist relaxing holidays.During the day, the beautiful natural scenery is served, and at night it's time to be replaced by a view of the city lights.",
267,Panama Park 825,"Panama Park Bandung menjadi salah satu tempat bermain di Bandung, Jawa Barat. Wahana rekreasi yang disebut-sebut terbesar di Bandung ini dibuka sejak Mei 2019 lalu. Ada beberapa permainan yang ditawarkan di arena ini, misalnya playground hingga snow park yang berisi salju. Pengguna pun bisa merasakan sensasi salju sebenarnya.",Taman Hiburan,Bandung,4.4,"{'lat': -6.9119768, 'lng': 107.569674}",-6.9119768,107.569674,"Panama Park Bandung became one of the playgrounds in Bandung, West Java.The recreation vehicle, which is said to be the largest in Bandung, was opened since May 2019.There are several games offered in this arena, for example playground to snow park containing snow.Users can feel the actual sensation of snow.",
268,Sudut Pandang Bandung,"Sudut Pandang Cafe Bandung merupakan sebuah destinasi wisata baru di kawasan Pluncut. Sudut Pandang Cafe Bandung ini sendiri tepatnya berada di kawasan Sarae Hills di Jalan Pagermaneuh, RT 05/RW 07, Pagerwangi, Lembang, Kabupaten Bandung Barat, Jawa Barat. Sebagai informasi, Sarae Hills merupakan kawasan wisata di Punclut yang memadukan wisata alam, wisata kuliner, wisata selfie dan kegiatan outbound. Di kawasan ini, kamu bisa berlibur bersama teman atau keluarga sambil menikmati pemandangan alam serta Bandung city view. Sebelumnya Sarae Hills telah bekerja sama dengan beberapa tempat wisata yakni Tafso Barn, Lereng Anteng, De BlankON, Dago Bakery, Cakrawala Sparkling Nature, dan D’Dieuland. Nah, mulai tanggal 5 September kemarin, Sarae Hills dihiasi dengan sebuah cafe yang tak lain adalah Sudut Pandang Cafe Bandung.",Taman Hiburan,Bandung,4.6,"{'lat': -6.842363799999999, 'lng': 107.6232403}",-6.8423638,107.6232403,"The point of view of Cafe Bandung is a new tourist destination in the Plucut area.The Bandung Cafe's point of view itself is precisely in the Sarae Hills area on Jalan Pagermaneuh, RT 05/RW 07, Pagerwangi, Lembang, West Bandung Regency, West Java.For information, Sarae Hills is a tourist area in Punclut that combines nature tourism, culinary tourism, selfie tourism and outbound activities.In this area, you can take a vacation with friends or family while enjoying the natural scenery and Bandung City View.Previously Sarae Hills had collaborated with several tourist attractions namely Tafso Barn, Slopes Anteng, De Blankon, Dago Bakery, Sparkling Nature Horizon, and D'Dieuland.Well, starting on September 5 yesterday, Sarae Hills was decorated with a cafe that was none other than the point of view of Cafe Bandung.",
269,Bumi Perkemahan Batu Kuda,"Bumi Perkemahan Batu Kuda ini terletak di Desa Cibiru Wetan, Kecamatan Cileunyi, Kabupaten Bandung, tepatnya berada di kaki gunung Manglayang. Area Batu Kuda sendiri cukup terkenal di kalangan masyarakat sekitar. Selain karena merupakan titik pertama bagi para pendaki yang hendak melanjutkan perjalanan ke puncak gunung Manglayang, konon pada zaman dahulu, seorang prabu dari sebuah kerajaan di Jawa Barat yang bernama Prabu Layang Kusuma sedang menunggangi kuda nya yang bisa terbang di sekitar gunung Manglayang. Dan secara tiba – tiba kuda yang ditunggangi sang Prabu terjerembab ke dalam kubangan. Sekuat apapun usaha kuda tersebut untuk keluar dari kubangan tersebut tidak membuahkan hasil. Hingga lambat laun kuda milik sang Prabu yang terjerembab tersebut berubah menjadi batu. Maka batu tersebut disebut lah dengan istilah Batu Kuda. Selain itu, sang Prabu sendiri memilih untuk bertapa di dekat Batu Kuda, dan kini tempat sang Prabu bertapa dikenal dengan nama Batu Kursi. Area perkemahan Batu Kuda yang terbilang cukup luas, membuat anda tidak perlu khawatir kehabisan titik berkemah. Tak hanya itu, anda bisa melihat pohon – pohon pinus yang menjulang sejauh mata memandang. Selain digunakan untuk tempat berkemah para pendaki, anda pun bisa mengajak keluarga anda saat liburan. Karena area ini terbuka untuk anda sekeluarga yang sekedar ingin berjalan – jalan menikmati hutan pinus, ataupun menghabiskan malam dengan tidur di hotel bertabur bintang.",Cagar Alam,Bandung,4.5,"{'lat': -6.893217299999999, 'lng': 107.7448856}",-6.8932173,107.7448856,"The Stone Stone Campground is located in the village of Cibiru Wetan, Cileunyi District, Bandung Regency, precisely at the foot of Mount Manglayang.The Batu Kuda area itself is quite famous among the surrounding community.Apart from being the first point for climbers who want to continue their journey to the top of Mount Manglayang, it is said that in ancient times, a King from a kingdom in West Java named Prabu Layang Kusuma was riding his horse that could fly around Mount Manglayang.And suddenly the horse that was ridden by the King fell into a puddle.No matter how strong the horse's business to get out of the puddle does not produce results.Until gradually the horse of the King who fell into the stone turned into a stone.Then the stone is referred to as horse stone.In addition, the Prabu himself chose to be imprisoned near the horseshoe, and now the place where the King is known as the stone chair.The horse campsite is fairly spacious, making you not need to worry about running out of camping points.Not only that, you can see pine trees that rise as far as the eye can see.Besides being used for camping camps, you can also invite your family while on vacation.Because this area is open to you and your family who just want to walk around to enjoy the pine forest, or spend the night sleeping in a star -studded hotel.",Nature preserve
270,Bukit Bintang,"Bukit Bintang (Melayu [bu.ket̚ bi.ntaŋ]; disebut dengan nama Bintang Walk atau Starhill, yang terakhir menjadi terjemahan dari nama Melayu) adalah nama dari distrik perbelanjaan dan hiburan di Kuala Lumpur, Malaysia. Daerah ini meliputi Jalan Bukit Bintang dan daerah disekitarnya. Daerah ini telah lama menjadi pusat ritel paling menonjol di Kuala Lumpur yang merupakan rumah bagi banyak pusat perbelanjaan terkenal, kafe al fresco, bar megah, pasar malam, serta jajanan-jenis restoran. Daerah ini populer di kalangan wisatawan dan penduduk lokal, terutama di kalangan pemuda. Sebuah bagian dari Bintang Walk identik disebut sebagai ""Arab Street"".",Cagar Alam,Bandung,4.6,"{'lat': -6.8417795, 'lng': 107.6768585}",-6.8417795,107.6768585,"Bukit Bintang (Malay [Bu.Ket̚ Bi.Ntaŋ]; called by the name of the Walk or Starhill Star, the last translation of the Malay name) is the name of the shopping and entertainment district in Kuala Lumpur, Malaysia.This area includes Jalan Bukit Bintang and the surrounding area.This area has long been the most prominent retail center in Kuala Lumpur which is home to many famous shopping centers, Al Fresco Cafe, Megah Bar, Night Market, and restaurant snacks.This area is popular among tourists and local residents, especially among young people.A part of an identical Walk star is referred to as ""Arab Street"".",Nature preserve
271,Taman Vanda,"Taman Vanda Bandung adalah taman yang terletak di Kota Bandung, Jawa Barat. Taman ini memiliki latar belakang pemandangan air mancur pada malam hari. Pada malam hari dipasang air mancur di 20 titik dengan sorot lampu warna-warni yang memesona.\nUntuk melengkapi masyarakat Bandung yang ingin bersantai, di Taman Vanda disediakan bangku-bangku taman. Pepohonan rimbun yang ditanam di sekitar taman membuatnya menjadi lebih segar dan asri. Bersantai di sini pada siang hari juga sangat asyik dengan angin semilir dan sinar matahari tertutupi rimbunnya pohon-pohon.",Taman Hiburan,Bandung,4.3,"{'lat': -6.9140478, 'lng': 107.6101684}",-6.9140478,107.6101684,"Taman Vanda Bandung is a park located in the city of Bandung, West Java.This park has a background of the fountain view at night.At night a fountain is installed at 20 points with a fascinating colorful light. \ N to complement the people of Bandung who want to relax, in the vanda park provided park benches.Lush trees planted around the park make it fresher and more beautiful.Relaxing here during the day is also very fun with the breeze and sunlight covered by lush trees.",amusement parks
272,Taman Budaya Jawa Barat,"Taman Budaya Jawa Barat (TBJB) didirikan pada tahun 1991 di Kawasan Dago Tea House. TBJB memiliki fasilitas gedung teater tertutup, teater terbuka, ruang pameran, sekertariat, sanggar olah seni, wisma seni, dan cafetaria. Semua fasilitas tersebut diperuntunkan untuk kelancaran beraktifitas dan berkarya para warga Bandung, khususnya para seniman. TBJB menghelat berbagai macam agenda yang menarik seperti pementasan karya seni, lomba seni, eksperimentasi karya seni, seminar, workshop, sarasehan seni dan budaya, penerbitan buku, dsb.",Budaya,Bandung,4.3,"{'lat': -6.870099, 'lng': 107.6164386}",-6.870099,107.6164386,"West Java Cultural Park (TBJB) was founded in 1991 in the Dago Tea House area.TBJB has a closed theater building facility, open theater, exhibition hall, secretariat, arts studio, artswoman, and cafetaria.All of these facilities are guided for the smooth running of activities and work of Bandung residents, especially artists.TBJB held a variety of interesting agendas such as staging artwork, art competitions, experimentation of artwork, seminars, workshops, arts and cultural workshops, book publishing, etc.",Culture
273,Curug Bugbrug,"Curug Bugbrug Sesuai dengan namanya kata Bugbrug dalam bahasa sunda adalah berarti bertumpuk atau tumpah tindih. Jadi apabila Anda ditanya kenapa air terjun di bandung ini dinamai Curug Bugbrug Maka jawabannya ialah karena air yang jatuh dari atas ke bawah itu seperti terlihat bertumpuk-tumpuk. Dan jatuhnya tersebut terdengar suara di dasar curug seperti ” brug…brug…brug ” begitu saking kerasnya. Curug yang berada di ketinggian 1.050 meter di atas permukaan air laut, memiliki ketinggian dari 50 meter tingginya dan lebar curug sekitar 2 meter. Tempat ini menjadi pusat buruan wisatawan yang berlibur ke bandung.",Cagar Alam,Bandung,4.3,"{'lat': -6.790388999999999, 'lng': 107.5777632}",-6.790389,107.5777632,"Curug Bugbrug In accordance with the name of the word bugbrug in Sundanese is a means of piles or overlapping.So if you are asked why the waterfall in Bandung is called Curug Bugbrug then the answer is because the water that falls from top to bottom is like it looks piles.And the fall came a voice at the bottom of the waterfall like ""Brug ... Brug ... Brug"" was so loud.Curug which is at an altitude of 1,050 meters above sea level, has a height of 50 meters high and a waterfall width of about 2 meters.This place is the center of hunting tourists who are on vacation to Bandung.",Nature preserve
274,Babakan Siliwangi City Forest Path Bandung,Forest walk Babakan Siliwangi adalah fasilitas publik berupa hutan kota. Hutan ini merupakan hutan kota yang masih aktif di kota Bandung hingga kini. Letaknya strategis berada di kawasan taman sari dekat dengan kampus ITB dan kebun binatang. Kawasan ini bernuansa sejuk karena didominasi oleh pepohonan yang rindang. Jembatan kayu dan besi yang saling terhubung mengelilingi kawasan ini menjadi jalan untuk menyusuri hutan. Pengunjung bisa berjalan di atas jembatan kayu sambil menikmati segarnya udara di kawasan hutan kota ini.,Cagar Alam,Bandung,4.6,"{'lat': -6.8853746, 'lng': 107.6111899}",-6.8853746,107.6111899,Forest Walk Babakan Siliwangi is a public facility in the form of urban forests.This forest is a urban forest that is still active in the city of Bandung until now.It is strategic in the Taman Sari area close to the ITB campus and the zoo.This area is cool because it is dominated by shady trees.The wooden and iron bridges that are connected around this area are a road to explore the forest.Visitors can walk on a wooden bridge while enjoying the fresh air in this urban forest area.,
275,Curug Cipanas,"Siapa bilang berendam air panas harus merogoh kocek dalam? Kabupaten Bandung Barat punya solusi bagi pelancong yang ingin merasakan manfaat air panas pegunungan asli tanpa harus membayar mahal. Adalah Curug Cipanas Nagrak, objek wisata alam yang menawarkan pemandian air panas alami. Pemandian air panas ini bahkan tidak hanya sekadar kolam, melainkan berupa air terjun alami di tengah kawasan perkebunan. Mata airnya mengalir deras menjadi sebuah air terjun kecil di tengah lahan perbukitan hijau. Pengunjung akan merasakan sensasi berendam di kolam air panas yang nyaman di tengah alam terbuka.
",Cagar Alam,Bandung,3.9,"{'lat': -6.7991958, 'lng': 107.5922088}",-6.7991958,107.5922088,"Who says soaking in hot water must spend inside?West Bandung Regency has a solution for travelers who want to feel the benefits of original mountainous hot water without having to pay dearly.Is Curug Cipanas Nagrak, a natural attraction that offers natural hot spring baths.This hot spring is not even just a pond, but in the form of natural waterfalls in the middle of the plantation area.The springs flowed swiftly into a small waterfall in the middle of a green hilly land.Visitors will feel the sensation of soaking in a comfortable hot water pool in the middle of the open.",Nature preserve
276,Taman Jomblo,"Taman Jomblo dapat mengacu kepada:\n\nTaman Pasupati, sebuah taman yang didirikan oleh Ridwan Kamil di Bandung\nPedestrian Jomblo, sebuah tempat rekreasi yang didirikan di Jambi\nTaman Jomblo (Mataram), sebuah taman yang didirikan di Mataram, Nusa Tenggara Barat",Taman Hiburan,Bandung,4.1,"{'lat': -6.8980549, 'lng': 107.6094673}",-6.8980549,107.6094673,"Singles Park can refer to: \ n \ ntaman Pasupati, a park founded by Ridwan Kamil in Bandung \ npeedestrian singles, a recreational place that was founded in Jambi \ ntaman singles (Mataram), a park that was founded in Mataram, West Nusa Tenggara",amusement parks
277,Peta Park,"Bandung seperti tidak henti menawarkan tempat wisata menarik untuk dikunjungi. Terutama untuk para anak muda. Beberapa waktu lalu Peta Park Bandung dibuka. Tempat wisata yang menawarkan konsep taman-taman yang bersih dan indah. Sangat cocok sebagai tempat bersantai dan menghindari hiruk-pikuk kota. Taman rekreasi yang ada di pusat kota Bandung ini memiliki konsep taman piknik. Karena hal tersebut, saat berada di sini, pengunjung tidak hanya bisa berfoto. Akan tetapi juga bisa melakukan kegiatan yang lainnya misalnya berpiknik.",Taman Hiburan,Bandung,4.3,"{'lat': -6.9317951, 'lng': 107.5883026}",-6.9317951,107.5883026,"Bandung seems to endlessly offer interesting tourist attractions to visit.Especially for young people.Some time ago Map of Park Bandung opened.Tourist attractions that offer clean and beautiful gardens concepts.It is suitable as a place to relax and avoid the hustle and bustle of the city.The recreation park in the center of Bandung has a picnic park concept.Because of this, when you are here, visitors can not only take pictures.But can also do other activities such as picnic.",amusement parks
278,Masjid Daarut Tauhiid Bandung,"pada bulan Juli 1993 berdirilah sebuah masjid berlantai tiga, tepatnya di Jalan Gegerkalong Girang nomor 38 Bandung. Masjid ini sering dijuluki sebagai masjid seribu tangan karena dibangun secara gotong royong oleh ribuan masyarakat dan jamaah Daarut Tauhid. Pada saat itu, di bagian bawah bangunan Masjid Daarut Tauhid dialokasikan sejumlah kamar tidur yang berfungsi sebagai asrama santri putri atau akhwat yang berkapasitas 70 orang. Adapun lantai dua dan tiga difungsikan untuk shalat sedangkan lantai satu dijadikan area untuk toko (minimarket), ruang khusus akhwat, ruang wudhu, dan kamar mandi. Pada tahun 2015 dilakukan pembangunan perluasan dan renovasi Masjid Daarut Tauhid Bandung secara besar-besaran. Peletakan batu pertama pembangunan masjid dilakukan pada Kamis, 29 Januari 2015. Dua tahun kemudian tepatnya tanggal 20 November 2017 Masjid Daarut Tauhiid rampung pembangunannya dan diresmikan oleh KH. Abdullah Gymnastiar selaku Pembina Pesantren Daarut Tauhiid. Masjid hasil renovasi terbaru dibangun 4 lantai plus basement satu lantai. Pintu masjid terpisah antara ikhwan dan akhwat. Front Office (FO) DKM juga ada pada masing-masing area. Tempat wudhu dan kamar mandi dekat dengan pintu masuk. Salah satu hal yang membedakan Masjid Daarut Tauhid dengan masih lain adalah sangat bersahabat dengan jamaah difabel, yaitu dengan memfasilitasi lift khusus untuk mereka agar memudahkan mereka menaiki ruangan masjid hingga ke lantai 4. Selain itu juga dilengkapi kamar mandi khusus difabel yang terpisah antara ikhwan dan akhwat.",Tempat Ibadah,Bandung,4.9,"{'lat': -6.863526999999999, 'lng': 107.5899194}",-6.863527,107.5899194,"In July 1993 a three -story mosque was established, precisely on Jalan Gegerkalong Girang number 38 Bandung.This mosque is often dubbed as a thousand hands of the mosque because it was built together by thousands of people and worshipers of Daarut Tauhid.At that time, at the bottom of the Daarut Tauhid Mosque building allocated a number of bedrooms that functioned as a dormitory dormitory of women or sisters with a capacity of 70 people.The second and third floors are used for prayer while the first floor is used as an area for shops (minimarkets), special rooms, ablution rooms, and bathrooms.In 2015 the expansion and renovation of the Daarut Tauhid Mosque in Bandung was largely carried out.Laying the first stone of the construction of the mosque was carried out on Thursday, January 29, 2015. Two years later on November 20, 2017 the Daarut Tauhiid Mosque was completed and inaugurated by KH.Abdullah Gymnastiar as the Trustees of Pesantren Daarut Tauhiid.The latest renovation mosque was built 4 floors plus a one -story basement.The mosque door is separate between the brothers and sisters.DKM Front Office (FO) is also in each area.Ablution places and bathrooms are close to the entrance.One of the things that distinguishes the Daarut Tauhid Mosque from still being very friendly with the Difabel Pilgrims, namely by facilitating the special elevator for them to make it easier for them to climb the mosque room up to the 4th floor..",Worship place
279,Masjid Agung Trans Studio Bandung,"Masjid Agung Trans Studio Bandung (TSB) berdiri megah. Rumah ibadah seluas 4.000 meter persegi bergaya Timur Tengah ini menjadi oase di tengah-tengah pusat perbelanjaan dan tempat rekreasi. konsep masjid modern yang mengadopsi ala Timur Tengah ini berdasarkan arahan Chairul Tanjung (CT), selaku pemiki CT Corp. Dia langsung menerawang guna mewujudkan desain Masjid Agung TSB yang kental dengan sentuhan Masjid Nabawi.",Tempat Ibadah,Bandung,4.8,"{'lat': -6.925963500000001, 'lng': 107.6354278}",-6.9259635,107.6354278,"The Great Mosque of Trans Studio Bandung (TSB) stands majestically.The 4,000 square meter house in the Middle East-style house became an oasis in the middle of the shopping center and recreation site.The concept of a modern mosque that adopts the Middle East style is based on the direction of Chairul Tanjung (CT), as Pemiki CT Corp.He immediately wandered to realize the design of the Great Mosque which was thick with the touch of the Prophet's Mosque.",Worship place
280,Gereja Tiberias Indonesia Bandung,"Gereja Tiberias Indonesia (GTI), atau Tiberias Ministry adalah salah satu sinode gereja Kristen Protestan di Indonesia. Salah satu ciri khas dari pelayanan GTI adalah pelayanan Kesembuhan Ilahi melalui Perjamuan Kudus dan Minyak Urapan. Gereja Tiberias Indonesia merupakan gereja pewahyuan yang diperintahkan oleh Tuhan Yesus kepada Pdt. DR. Yesaya Pariadji. Tugas Gereja Tiberias adalah untuk membuktikan bahwa Yesus Kristus adalah Tuhan Allah yang Maha Kuasa dibuktikan melalui mujizat-mujizatNya; bahwa Firman Allah bukan terdiri atas kata-kata, tetapi kuasa; bahwa Firman Allah lebih dari seluruh ilmu pengetahuan manusia; bahwa manusia harus hidup dalam pertobatan, harus hidup dalam kekudusan agar layak berdiri di hadapanNya dan pesta di Kerajaan Sorga.",Tempat Ibadah,Bandung,4.9,"{'lat': -6.9347698, 'lng': 107.6253513}",-6.9347698,107.6253513,"The Indonesian Tiberias Church (GTI), or Tiberias Ministry is one of the Synods of the Protestant Christian Church in Indonesia.One of the characteristics of GTI services is the service of Divine healing through the Holy Supper and the Extortion Oil.The Indonesian Tiberias Church is a revelation church ordered by the Lord Jesus to Pdt.Dr.Isaiah Pariadji.The task of the Tiberias Church is to prove that Jesus Christ is a God Almighty God proven through His miracles;that the word of God does not consist of words, but power;that the word of God is more than all human science;That humans must live in repentance, must live in holiness to be worthy of standing before him and parties in the Kingdom of Heaven.",Worship place
281,Tektona Waterpark,"Tektona Waterpark sebuah wahana yang memberikan sensasi bermain air bersama keluarga dan sahabat anda, memberikan keceriaan bagi anak-anak maupun pengunjung dewasa dengan fasilitas modern diantaranya Kolam Ombak dan Kolam Arus, Kolam Anak dan Balita, Semi Olympic serta Mini Slider untuk anak-anak dan Mega Slider untuk dewasa dengan ketinggian hampir dari 30 meter, yang akan memicu adrenaline para pengunjung. Selain itu wahana Tektona Waterpark juga menyediakan pojok kuliner, gazebo serta jasa pompa dan foto aksi yang dapat diperoleh di sudut wahana Tektona Waterpark, dan juga selalu tersedia ruang ganti serta ruang bilas di dalam kawasan Tektona Waterpark.",Taman Hiburan,Bandung,3.8,"{'lat': -7.009602199999999, 'lng': 107.6062161}",-7.0096022,107.6062161,"TEKTONA WATERPARK A vehicle that gives the sensation of playing water with your family and friends, provides joy for children and adult visitors with modern facilities including waves and current pools, children's ponds and toddlers, semi-olympic and mini slider for children and megaSlider for adults with a height of almost 30 meters, which will trigger the adrenaline of the visitors.In addition, the Tektona Waterpark vehicle also provides culinary corners, gazebos and pump services and action photos that can be obtained in the corner of the Tektona Waterpark ride, and also always available dressing rooms and rinse rooms in the Tektona Waterpark area.",amusement parks
